img_id,lung_area_px,lung_area_mm2,lung_volume_fraction,lung_mean_hu,lung_pd95_hu,lung_pd05_hu
ID_0000_Z_0142.tif,57342.0000,40318.59375,0.218742371,-644.7506714,-368,-798
ID_0001_Z_0146.tif,95955.0000,67468.35938,0.366039276,-720.0429785,-544,-847
ID_0002_Z_0162.tif,60782.0000,42737.34375,0.231864929,-616.7226317,-294,-777
ID_0003_Z_0132.tif,52852.0000,37161.5625,0.20161438,-664.0364414,-267.55,-851
ID_0004_Z_0066.tif,81260.0000,57135.9375,0.3099823,-675.3479695,-295,-842
ID_0005_Z_0066.tif,52456.0000,36883.125,0.20010376,-596.4388821,-356,-749
ID_0006_Z_0206.tif,59331.0000,41717.10938,0.226329803,-625.4058418,-392,-777
ID_0007_Z_0211.tif,75752.0000,53263.125,0.288970947,-641.878221,-356,-813
ID_0008_Z_0065.tif,75298.0000,52943.90625,0.287239075,-675.1177853,-340,-841
ID_0009_Z_0114.tif,62030.0000,43614.84375,0.236625671,-661.7012897,-345,-836
ID_0010_Z_0259.tif,73031.0000,51349.92188,0.278591156,-696.8417384,-434,-842
ID_0011_Z_0156.tif,72748.0000,51150.9375,0.277511597,-651.629653,-291.35,-821
ID_0012_Z_0167.tif,79156.0000,55656.5625,0.301956177,-688.6208247,-398,-837
ID_0013_Z_0047.tif,37612.0000,26445.9375,0.143478394,-669.8312773,-391,-817
ID_0014_Z_0116.tif,48663.0000,34216.17188,0.185634613,-673.343567,-278,-848
ID_0015_Z_0136.tif,62798.0000,44154.84375,0.239555359,-675.5979171,-353,-837
ID_0016_Z_0208.tif,66278.0000,46601.71875,0.252830505,-688.3661849,-444,-841
ID_0017_Z_0061.tif,77068.0000,54188.4375,0.293991089,-656.1146131,-352,-821
ID_0018_Z_0069.tif,85528.0000,60136.875,0.326263428,-661.5121364,-318,-825
ID_0019_Z_0088.tif,43894.0000,30862.96875,0.167442322,-656.9117191,-376,-807
ID_0020_Z_0070.tif,58226.0000,40940.15625,0.222114563,-698.1707656,-388,-853
ID_0021_Z_0066.tif,58870.0000,41392.96875,0.224571228,-647.3020724,-213,-829
ID_0022_Z_0131.tif,42984.0000,30223.125,0.163970947,-560.0359669,-250,-733
ID_0023_Z_0241.tif,83338.0000,58597.03125,0.317909241,-697.7357628,-406,-846
ID_0024_Z_0086.tif,61021.0000,42905.39063,0.232776642,-642.5626588,-315,-809
ID_0025_Z_0112.tif,29160.0000,20503.125,0.111236572,-599.4674211,-225,-773
ID_0026_Z_0140.tif,61252.0000,43067.8125,0.233657837,-635.3022105,-281,-826
ID_0027_Z_0125.tif,62415.0000,43885.54688,0.23809433,-649.3564368,-279,-826
ID_0028_Z_0125.tif,72639.0000,51074.29688,0.277095795,-666.3664698,-360,-840
ID_0029_Z_0059.tif,45753.0000,32170.07813,0.174533844,-605.7524315,-170.6,-810
ID_0030_Z_0302.tif,72995.0000,51324.60938,0.278453827,-719.2710186,-452,-869
ID_0031_Z_0232.tif,48442.0000,34060.78125,0.184791565,-655.0561496,-402,-806
ID_0032_Z_0055.tif,54836.0000,38556.5625,0.209182739,-549.039992,-139,-789
ID_0033_Z_0278.tif,59813.0000,42056.01563,0.228168488,-685.194339,-416,-827
ID_0034_Z_0066.tif,39898.0000,28053.28125,0.152198792,-649.6921149,-366,-801
ID_0035_Z_0224.tif,59471.0000,41815.54688,0.226863861,-654.6456929,-410,-804
ID_0036_Z_0060.tif,55199.0000,38811.79688,0.210567474,-634.2198228,-275,-809
ID_0037_Z_0150.tif,53328.0000,37496.25,0.203430176,-675.1993324,-172.35,-871
ID_0038_Z_0148.tif,38999.0000,27421.17188,0.148769379,-668.6707608,-442,-807
ID_0039_Z_0112.tif,67525.0000,47478.51563,0.257587433,-661.7910996,-332,-833
ID_0040_Z_0066.tif,55079.0000,38727.42188,0.210109711,-638.6325278,-247,-824
ID_0041_Z_0336.tif,86275.0000,60662.10938,0.329113007,-710.0627065,-433,-866
ID_0042_Z_0366.tif,77602.0000,54563.90625,0.296028137,-687.4832221,-358,-881
ID_0043_Z_0097.tif,58816.0000,41355,0.224365234,-626.4358848,-308.75,-787
ID_0044_Z_0116.tif,43730.0000,30747.65625,0.166816711,-630.2898011,-272,-797
ID_0045_Z_0131.tif,63064.0000,44341.875,0.240570068,-684.4129456,-362,-865
ID_0046_Z_0110.tif,23126.0000,16260.46875,0.088218689,-548.5339445,-211,-750
ID_0047_Z_0272.tif,65217.0000,45855.70313,0.248783112,-646.6712054,-377,-804
ID_0048_Z_0294.tif,100199.0000,70452.42188,0.382228851,-728.4541961,-391,-896
ID_0049_Z_0105.tif,23563.0000,16567.73438,0.089885712,-504.1980648,-57.1,-850
ID_0050_Z_0085.tif,74551.0000,52418.67188,0.284389496,-684.5576317,-345,-835
ID_0051_Z_0130.tif,59264.0000,41670,0.226074219,-608.262014,-201,-852
ID_0052_Z_0108.tif,94390.0000,66367.96875,0.360069275,-667.9078292,-217,-886
ID_0053_Z_0127.tif,52982.0000,37252.96875,0.202110291,-622.1786645,-322,-811
ID_0054_Z_0135.tif,71436.0000,50228.4375,0.272506714,-713.2705639,-512,-853
ID_0055_Z_0122.tif,64029.0000,45020.39063,0.244251251,-673.7302785,-338,-849
ID_0056_Z_0163.tif,54604.0000,38393.4375,0.208297729,-613.3731778,-205,-787
ID_0057_Z_0070.tif,40040.0000,28153.125,0.152740479,-646.6842657,-347,-789.05
ID_0058_Z_0150.tif,66362.0000,46660.78125,0.25315094,-647.3974112,-310,-810
ID_0059_Z_0150.tif,79534.0000,55922.34375,0.303398132,-688.9142882,-396,-851
ID_0060_Z_0147.tif,45081.0000,31697.57813,0.171970367,-656.1444955,-331,-824
ID_0061_Z_0064.tif,53661.0000,37730.39063,0.20470047,-632.4167831,-237,-801
ID_0062_Z_0125.tif,81075.0000,57005.85938,0.309276581,-651.1205797,-292,-815
ID_0063_Z_0067.tif,85611.0000,60195.23438,0.326580048,-683.1315952,-373,-838
ID_0064_Z_0069.tif,58259.0000,40963.35938,0.222240448,-601.1000875,-27,-812
ID_0065_Z_0126.tif,61407.0000,43176.79688,0.234249115,-645.2059537,-365,-826
ID_0066_Z_0141.tif,44269.0000,31126.64063,0.168872833,-652.2786148,-260,-858
ID_0067_Z_0238.tif,70966.0000,49897.96875,0.270713806,-701.6347265,-484,-836
ID_0068_Z_0055.tif,54531.0000,38342.10938,0.208019257,-587.9602795,-129,-801
ID_0069_Z_0054.tif,40832.0000,28710,0.155761719,-595.1130486,-231,-791
ID_0070_Z_0120.tif,71151.0000,50028.04688,0.271419525,-650.2814156,-252,-821
ID_0071_Z_0072.tif,54790.0000,38524.21875,0.209007263,-628.7600657,-381,-768
ID_0072_Z_0119.tif,49705.0000,34948.82813,0.189609528,-646.1083996,-406,-791
ID_0073_Z_0076.tif,63057.0000,44336.95313,0.240543365,-663.0948983,-280.8,-830
ID_0074_Z_0066.tif,41615.0000,29260.54688,0.158748627,-599.6939565,-176,-781
ID_0075_Z_0061.tif,50599.0000,35577.42188,0.193019867,-625.8759462,-228,-791
ID_0076_Z_0230.tif,88213.0000,62024.76563,0.33650589,-683.5401698,-373.6,-838
ID_0077_Z_0173.tif,85070.0000,59814.84375,0.324516296,-725.5554485,-473,-878
ID_0078_Z_0058.tif,51286.0000,36060.46875,0.195640564,-626.0350193,-121,-831
ID_0079_Z_0072.tif,20305.0000,14276.95313,0.077457428,-657.5569564,-404,-814
ID_0080_Z_0213.tif,58499.0000,41132.10938,0.223155975,-655.0277099,-353,-823
ID_0081_Z_0066.tif,72774.0000,51169.21875,0.277610779,-624.6524995,-265,-801
ID_0082_Z_0278.tif,73947.0000,51993.98438,0.282085419,-635.689007,-330,-794
ID_0083_Z_0256.tif,78595.0000,55262.10938,0.299816132,-682.988269,-450.7,-821
ID_0084_Z_0218.tif,58481.0000,41119.45313,0.223087311,-681.1946102,-456,-821
ID_0085_Z_0237.tif,51813.0000,36431.01563,0.197650909,-637.3712582,-319,-804
ID_0086_Z_0253.tif,74061.0000,52074.14063,0.282520294,-678.566479,-416,-827
ID_0087_Z_0237.tif,67805.0000,47675.39063,0.258655548,-673.5291498,-441,-814
ID_0088_Z_0100.tif,48184.0000,33879.375,0.183807373,-550.8053088,-175,-759
ID_0089_Z_0341.tif,81734.0000,57469.21875,0.311790466,-682.7723714,-387,-838
ID_0090_Z_0119.tif,40776.0000,28670.625,0.155548096,-612.5215568,-206.75,-798
ID_0091_Z_0063.tif,71493.0000,50268.51563,0.272724152,-660.120837,-262.6,-834
ID_0092_Z_0258.tif,58598.0000,41201.71875,0.22353363,-668.4413461,-427,-818
ID_0093_Z_0123.tif,70624.0000,49657.5,0.26940918,-680.359821,-362,-855
ID_0094_Z_0214.tif,66828.0000,46988.4375,0.254928589,-632.5067337,-416,-769
ID_0095_Z_0097.tif,58437.0000,41088.51563,0.222919464,-549.7139997,-16,-877
ID_0096_Z_0216.tif,78019.0000,54857.10938,0.297618866,-661.9325677,-418,-804
ID_0097_Z_0098.tif,70830.0000,49802.34375,0.270195007,-661.8836369,-353,-819
ID_0098_Z_0068.tif,82687.0000,58139.29688,0.315425873,-706.3196754,-469,-852
ID_0099_Z_0069.tif,72680.0000,51103.125,0.277252197,-657.4221932,-384,-830
ID_0100_Z_0062.tif,62899.0000,44225.85938,0.239940643,-662.8596957,-394,-817
ID_0101_Z_0196.tif,65997.0000,46404.14063,0.251758575,-612.9455884,-158,-779
ID_0102_Z_0238.tif,74642.0000,52482.65625,0.284736633,-715.0950671,-513,-848
ID_0103_Z_0069.tif,29993.0000,21088.82813,0.114414215,-599.3149735,-307,-753
ID_0104_Z_0101.tif,85026.0000,59783.90625,0.32434845,-697.7854774,-413,-844
ID_0105_Z_0240.tif,76943.0000,54100.54688,0.293514252,-694.4425224,-435.1,-837
ID_0106_Z_0130.tif,79449.0000,55862.57813,0.303073883,-720.8083928,-491,-874
ID_0107_Z_0062.tif,43043.0000,30264.60938,0.164196014,-582.0589643,-1,-812
ID_0108_Z_0259.tif,73999.0000,52030.54688,0.282283783,-675.1090015,-445,-809
ID_0109_Z_0134.tif,52159.0000,36674.29688,0.198970795,-648.9925229,-276,-823
ID_0110_Z_0066.tif,45591.0000,32056.17188,0.173915863,-605.6049001,-180,-792
ID_0111_Z_0078.tif,69349.0000,48761.01563,0.264545441,-651.1837806,-339,-804
ID_0112_Z_0085.tif,107680.0000,75712.5,0.410766602,-680.8556464,-343,-833
ID_0113_Z_0090.tif,91082.0000,64042.03125,0.347450256,-682.5013943,-337.05,-837
ID_0114_Z_0078.tif,65287.0000,45904.92188,0.24905014,-639.1653622,-361,-820
ID_0115_Z_0060.tif,55313.0000,38891.95313,0.21100235,-639.9852114,-380,-789
ID_0116_Z_0116.tif,35426.0000,24908.90625,0.135139465,-552.0002258,-141,-771
ID_0117_Z_0235.tif,74303.0000,52244.29688,0.283443451,-685.0723659,-473,-822
ID_0118_Z_0206.tif,60332.0000,42420.9375,0.230148315,-632.8815057,-394,-779
ID_0119_Z_0063.tif,53506.0000,37621.40625,0.204109192,-612.9875154,-264,-785.75
ID_0120_Z_0123.tif,37013.0000,26024.76563,0.14119339,-650.3372869,-286,-820
ID_0121_Z_0245.tif,63604.0000,44721.5625,0.242630005,-618.0612855,-324,-772
ID_0122_Z_0066.tif,55225.0000,38830.07813,0.210666656,-674.5722046,-366,-819
ID_0123_Z_0073.tif,65548.0000,46088.4375,0.250045776,-672.8271496,-220,-844
ID_0124_Z_0066.tif,65757.0000,46235.39063,0.250843048,-642.1440455,-331,-812
ID_0125_Z_0119.tif,48397.0000,34029.14063,0.184619904,-632.9509474,-128,-869
ID_0126_Z_0139.tif,73484.0000,51668.4375,0.280319214,-635.9278346,-318,-795
ID_0127_Z_0064.tif,60466.0000,42515.15625,0.230659485,-646.6692852,-217,-831
ID_0128_Z_0130.tif,72113.0000,50704.45313,0.275089264,-694.4617614,-423,-864
ID_0129_Z_0104.tif,77705.0000,54636.32813,0.296421051,-659.6439611,-289,-838
ID_0130_Z_0140.tif,62641.0000,44044.45313,0.238956451,-680.995578,-368,-833
ID_0131_Z_0097.tif,52853.0000,37162.26563,0.201618195,-687.842166,-397.6,-838
ID_0132_Z_0069.tif,66757.0000,46938.51563,0.254657745,-712.9136121,-424,-858
ID_0133_Z_0070.tif,66330.0000,46638.28125,0.25302887,-694.5668325,-356.45,-854
ID_0134_Z_0137.tif,97706.0000,68699.53125,0.372718811,-680.1306982,-269,-889
ID_0135_Z_0066.tif,46459.0000,32666.48438,0.17722702,-627.7684625,-324,-789
ID_0136_Z_0122.tif,44759.0000,31471.17188,0.170742035,-627.8296209,-333,-787
ID_0137_Z_0155.tif,52387.0000,36834.60938,0.199840546,-639.7366331,-258,-826
ID_0138_Z_0063.tif,55479.0000,39008.67188,0.21163559,-624.6859713,-380,-774
ID_0139_Z_0056.tif,46943.0000,33006.79688,0.179073334,-539.3868521,-174,-720
ID_0140_Z_0230.tif,65756.0000,46234.6875,0.250839233,-666.7705761,-436,-806
ID_0141_Z_0128.tif,61089.0000,42953.20313,0.233036041,-654.5015797,-334,-811
ID_0142_Z_0145.tif,59130.0000,41575.78125,0.225563049,-653.1864874,-254,-821
ID_0143_Z_0124.tif,73612.0000,51758.4375,0.280807495,-697.9147557,-359,-875
ID_0144_Z_0224.tif,73335.0000,51563.67188,0.279750824,-675.7879457,-439,-818
ID_0145_Z_0059.tif,52704.0000,37057.5,0.201049805,-605.6604053,-215,-775
ID_0146_Z_0122.tif,49431.0000,34756.17188,0.188564301,-619.4472295,-346,-793
ID_0147_Z_0051.tif,89115.0000,62658.98438,0.339946747,-657.351456,-352,-832
ID_0148_Z_0254.tif,57392.0000,40353.75,0.218933105,-686.4608656,-423,-844
ID_0149_Z_0269.tif,61836.0000,43478.4375,0.23588562,-668.6925416,-375,-822
ID_0150_Z_0090.tif,68427.0000,48112.73438,0.26102829,-694.507329,-437,-835
ID_0151_Z_0140.tif,54964.0000,38646.5625,0.209671021,-605.4560258,-267,-766
ID_0152_Z_0133.tif,90557.0000,63672.89063,0.34544754,-726.6856013,-457.8,-876
ID_0153_Z_0065.tif,22323.0000,15695.85938,0.085155487,-548.2664516,-220,-711
ID_0154_Z_0070.tif,58295.0000,40988.67188,0.222377777,-668.876679,-296,-830
ID_0155_Z_0130.tif,51843.0000,36452.10938,0.19776535,-631.8311826,-307,-797
ID_0156_Z_0099.tif,67463.0000,47434.92188,0.257350922,-669.4238323,-353,-822
ID_0157_Z_0070.tif,64622.0000,45437.34375,0.246513367,-665.0827272,-230.05,-837.95
ID_0158_Z_0164.tif,43895.0000,30863.67188,0.167446136,-645.2647682,-298.7,-812
ID_0159_Z_0104.tif,45529.0000,32012.57813,0.173679352,-660.4705572,-359,-808
ID_0160_Z_0140.tif,65852.0000,46302.1875,0.251205444,-650.7410709,-288,-823
ID_0161_Z_0075.tif,39222.0000,27577.96875,0.149620056,-632.257738,-232,-797
ID_0162_Z_0091.tif,57666.0000,40546.40625,0.219978333,-688.34216,-436,-828
ID_0163_Z_0138.tif,57092.0000,40142.8125,0.217788696,-655.972518,-330,-819
ID_0164_Z_0066.tif,44854.0000,31537.96875,0.171104431,-670.7056896,-390,-815
ID_0165_Z_0145.tif,44665.0000,31405.07813,0.170383453,-653.8096944,-433,-795
ID_0166_Z_0072.tif,47412.0000,33336.5625,0.180862427,-585.122817,-163,-761
ID_0167_Z_0128.tif,70691.0000,49704.60938,0.269664764,-657.657467,-305,-852
ID_0168_Z_0130.tif,58757.0000,41313.51563,0.224140167,-636.0941675,-270.8,-805
ID_0169_Z_0066.tif,43687.0000,30717.42188,0.166652679,-629.8964223,-326,-786
ID_0170_Z_0066.tif,46966.0000,33022.96875,0.179161072,-679.4751948,-398,-831
ID_0171_Z_0184.tif,66318.0000,46629.84375,0.252983093,-630.9450677,-149,-821
ID_0172_Z_0098.tif,49763.0000,34989.60938,0.18983078,-524.870888,-103,-779
ID_0173_Z_0110.tif,55006.0000,38676.09375,0.209831238,-665.8479439,-301.25,-863
ID_0174_Z_0054.tif,35767.0000,25148.67188,0.136440277,-586.4195487,-124,-801
ID_0175_Z_0165.tif,40035.0000,28149.60938,0.152721405,-606.3527414,-414,-737
ID_0176_Z_0162.tif,36171.0000,25432.73438,0.137981415,-624.5792209,-211,-808
ID_0177_Z_0163.tif,91711.0000,64484.29688,0.349849701,-692.5361952,-420,-839
ID_0178_Z_0127.tif,48679.0000,34227.42188,0.185695648,-616.7937509,-328,-777
ID_0179_Z_0130.tif,53418.0000,37559.53125,0.203773499,-636.4182673,-272,-795
ID_0180_Z_0086.tif,79893.0000,56174.76563,0.304767609,-688.789168,-373,-843
ID_0181_Z_0122.tif,73550.0000,51714.84375,0.280570984,-658.4704011,-234,-893
ID_0182_Z_0060.tif,83787.0000,58912.73438,0.31962204,-660.3630038,-321,-831
ID_0183_Z_0242.tif,69186.0000,48646.40625,0.263923645,-693.3826641,-497,-823
ID_0184_Z_0089.tif,87360.0000,61425,0.333251953,-688.8053686,-352,-842
ID_0185_Z_0131.tif,65928.0000,46355.625,0.251495361,-677.6975337,-369,-832
ID_0186_Z_0102.tif,90840.0000,63871.875,0.3465271,-684.7971158,-418,-826
ID_0187_Z_0145.tif,83677.0000,58835.39063,0.319202423,-668.5768969,-424,-808
ID_0188_Z_0137.tif,36911.0000,25953.04688,0.140804291,-650.44461,-364,-803
ID_0189_Z_0132.tif,30311.0000,21312.42188,0.115627289,-628.5659991,-309.5,-786
ID_0190_Z_0070.tif,68131.0000,47904.60938,0.259899139,-660.2401844,-362.5,-835
ID_0191_Z_0140.tif,35627.0000,25050.23438,0.135906219,-597.4341932,-237,-794
ID_0192_Z_0064.tif,75489.0000,53078.20313,0.287967682,-683.2445124,-371,-853
ID_0193_Z_0060.tif,60894.0000,42816.09375,0.232292175,-672.4052123,-348,-834
ID_0194_Z_0120.tif,67745.0000,47633.20313,0.258426666,-646.2194553,-366,-811
ID_0195_Z_0062.tif,58382.0000,41049.84375,0.222709656,-680.765784,-398,-832
ID_0196_Z_0259.tif,78536.0000,55220.625,0.299591064,-685.8321534,-466,-823
ID_0197_Z_0123.tif,30750.0000,21621.09375,0.117301941,-543.7019837,-101.45,-728
ID_0198_Z_0120.tif,67641.0000,47560.07813,0.258029938,-680.2675448,-382,-860
ID_0199_Z_0119.tif,35228.0000,24769.6875,0.134384155,-613.9114909,-229.35,-788
ID_0200_Z_0125.tif,63105.0000,44370.70313,0.240726471,-701.7340306,-350.2,-875
ID_0201_Z_0241.tif,95026.0000,66815.15625,0.362495422,-711.063993,-462,-853
ID_0202_Z_0098.tif,23809.0000,16740.70313,0.090824127,-552.6112814,-240,-725
ID_0203_Z_0079.tif,62012.0000,43602.1875,0.236557007,-674.8981649,-427,-812
ID_0204_Z_0066.tif,64537.0000,45377.57813,0.246189117,-610.567132,-127,-826
ID_0205_Z_0066.tif,40994.0000,28823.90625,0.1563797,-630.2814802,-291,-810
ID_0206_Z_0062.tif,61998.0000,43592.34375,0.236503601,-609.0865189,-203.85,-789
ID_0207_Z_0160.tif,49231.0000,34615.54688,0.187801361,-663.4503057,-348,-827
ID_0208_Z_0063.tif,46972.0000,33027.1875,0.17918396,-622.8085029,-293,-782
ID_0209_Z_0267.tif,75884.0000,53355.9375,0.289474487,-707.8992805,-472,-860
ID_0210_Z_0140.tif,77572.0000,54542.8125,0.295913696,-652.8211855,-309,-818
ID_0211_Z_0140.tif,68660.0000,48276.5625,0.261917114,-616.6110399,-356,-763
ID_0212_Z_0064.tif,55139.0000,38769.60938,0.210338593,-665.5363899,-331,-819
ID_0213_Z_0088.tif,83241.0000,58528.82813,0.317539215,-708.9229346,-436,-863
ID_0214_Z_0120.tif,44961.0000,31613.20313,0.171512604,-593.8878139,-159,-868
ID_0215_Z_0238.tif,54946.0000,38633.90625,0.209602356,-625.6008263,-258.25,-814
ID_0216_Z_0057.tif,61687.0000,43373.67188,0.23531723,-639.1436445,-86,-833
ID_0217_Z_0078.tif,68454.0000,48131.71875,0.261131287,-644.7364946,-294.65,-809
ID_0218_Z_0231.tif,67402.0000,47392.03125,0.257118225,-668.4251803,-407,-813
ID_0219_Z_0222.tif,74808.0000,52599.375,0.285369873,-674.5947225,-391,-824
ID_0220_Z_0066.tif,55930.0000,39325.78125,0.213356018,-672.5349186,-222,-859
ID_0221_Z_0081.tif,71816.0000,50495.625,0.273956299,-689.9130138,-415,-828
ID_0222_Z_0122.tif,61854.0000,43491.09375,0.235954285,-656.8604941,-393,-801
ID_0223_Z_0214.tif,109188.0000,76772.8125,0.416519165,-706.6086292,-453,-849
ID_0224_Z_0210.tif,63229.0000,44457.89063,0.241199493,-677.6015278,-472,-823
ID_0225_Z_0069.tif,34710.0000,24405.46875,0.132408142,-638.7894555,-380,-790
ID_0226_Z_0066.tif,27448.0000,19299.375,0.104705811,-631.4046196,-340,-811
ID_0227_Z_0181.tif,58753.0000,41310.70313,0.224124908,-633.3375828,-391,-783
ID_0228_Z_0097.tif,78096.0000,54911.25,0.297912598,-678.7851234,-365,-827
ID_0229_Z_0060.tif,90214.0000,63431.71875,0.344139099,-695.0972798,-431,-850
ID_0230_Z_0242.tif,72619.0000,51060.23438,0.277019501,-674.3968521,-429,-819
ID_0231_Z_0140.tif,60102.0000,42259.21875,0.229270935,-681.4638781,-404,-829
ID_0232_Z_0063.tif,42696.0000,30020.625,0.162872314,-587.1198707,-265,-760
ID_0233_Z_0064.tif,65232.0000,45866.25,0.248840332,-661.4787528,-287,-840
ID_0234_Z_0096.tif,83330.0000,58591.40625,0.317878723,-687.1637465,-428,-829
ID_0235_Z_0058.tif,81973.0000,57637.26563,0.312702179,-677.4366316,-338,-842
ID_0236_Z_0122.tif,42275.0000,29724.60938,0.161266327,-661.7657954,-361,-813
ID_0237_Z_0061.tif,40067.0000,28172.10938,0.152843475,-595.6125989,-162,-782
ID_0238_Z_0253.tif,55583.0000,39081.79688,0.212032318,-638.8943562,-431,-780
ID_0239_Z_0365.tif,80831.0000,56834.29688,0.308345795,-697.0883943,-345.5,-866
ID_0240_Z_0066.tif,45653.0000,32099.76563,0.174152374,-626.2562592,-162,-832
ID_0241_Z_0124.tif,21716.0000,15269.0625,0.082839966,-583.9619635,-351.75,-732
ID_0242_Z_0123.tif,41900.0000,29460.9375,0.159835815,-646.7393795,-268,-871
ID_0243_Z_0056.tif,34276.0000,24100.3125,0.130752563,-503.5305753,-107,-744
ID_0244_Z_0184.tif,53160.0000,37378.125,0.202789307,-656.401392,-421,-801
ID_0245_Z_0318.tif,69798.0000,49076.71875,0.26625824,-694.7928164,-369,-858
ID_0246_Z_0228.tif,78426.0000,55143.28125,0.299171448,-661.8219213,-265,-832
ID_0247_Z_0070.tif,54340.0000,38207.8125,0.207290649,-654.2592749,-344,-807
ID_0248_Z_0062.tif,63418.0000,44590.78125,0.241920471,-645.6981929,-239,-828
ID_0249_Z_0070.tif,62288.0000,43796.25,0.237609863,-643.2574814,-296,-800
ID_0250_Z_0070.tif,64603.0000,45423.98438,0.246440887,-626.9094934,-90,-821
ID_0251_Z_0125.tif,88203.0000,62017.73438,0.336467743,-701.0952349,-447,-868
ID_0252_Z_0064.tif,70984.0000,49910.625,0.270782471,-682.2875859,-341,-846
ID_0253_Z_0238.tif,69835.0000,49102.73438,0.266399384,-638.7296485,-324,-800
ID_0254_Z_0075.tif,150273.0000,105660.7031,0.573246002,-717.4136139,-313,-894
ID_0255_Z_0061.tif,70636.0000,49665.9375,0.269454956,-669.4384875,-292,-851
ID_0256_Z_0062.tif,55075.0000,38724.60938,0.210094452,-676.1182932,-268,-859
ID_0257_Z_0071.tif,56422.0000,39671.71875,0.215232849,-624.9700649,-122,-831
ID_0258_Z_0072.tif,61086.0000,42951.09375,0.233024597,-672.8156533,-397,-815
ID_0259_Z_0073.tif,62248.0000,43768.125,0.237457275,-648.3709356,-255,-819
ID_0260_Z_0148.tif,62433.0000,43898.20313,0.238162994,-672.4719299,-360,-823
ID_0261_Z_0238.tif,49274.0000,34645.78125,0.187965393,-688.744835,-457,-834
ID_0262_Z_0064.tif,60734.0000,42703.59375,0.231681824,-677.0775019,-387.65,-849
ID_0263_Z_0093.tif,76063.0000,53481.79688,0.290157318,-685.6813037,-407,-834
ID_0264_Z_0080.tif,42364.0000,29787.1875,0.161605835,-545.5033755,-182,-823
ID_0265_Z_0063.tif,63944.0000,44960.625,0.243927002,-676.2830758,-348,-840
ID_0266_Z_0202.tif,55022.0000,38687.34375,0.209892273,-658.7420486,-380,-811
